DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Iceland,2016,11.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Iceland,2017,12.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Iceland,2018,11.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Iceland,2019,11.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Iceland,2020,11.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2015,28.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2016,27.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2017,25.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2018,25.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2019,24.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2020,24.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2021,25.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2022,24.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Italy,2023,22.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2015,29.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2016,30.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2017,29.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2018,28.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2019,25.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2020,24.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2021,23.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2022,24.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Lithuania,2023,24.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2015,18.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2016,19.1,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2017,19.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2018,20.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2019,20.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2020,19.9,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2021,21.1,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2022,19.4,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Luxembourg,2023,21.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2015,30.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2016,28.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2017,28.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2018,28.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2019,26.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2020,25.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2021,26.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2022,26.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2023,25.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Latvia,2024,24.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Montenegro,2015,43.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Montenegro,2016,43.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Montenegro,2017,42.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Montenegro,2018,41.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Montenegro,2019,36.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Montenegro,2020,37.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Montenegro,2021,38.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Montenegro,2022,34.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,North Macedonia,2015,41.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,North Macedonia,2016,39.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,North Macedonia,2017,36.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,North Macedonia,2018,35.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,North Macedonia,2019,34.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,North Macedonia,2020,32.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2015,22.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2016,20.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2017,19.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2018,19.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2019,20.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2020,19.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2021,20.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2022,20.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Malta,2023,19.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2015,16.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2016,16.3,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2017,16.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2018,16.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2019,16.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2020,16.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2021,16.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2022,16.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Netherlands,2023,15.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2015,14.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2016,14.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2017,15.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2018,15.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2019,15.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2020,16.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2021,16.7,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2022,16.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Norway,2023,15.8,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2015,22.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2016,20.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2017,18.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2018,18.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2019,17.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2020,17.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2021,16.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2022,15.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Poland,2023,16.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2015,26.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2016,24.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2017,23.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2018,21.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2019,21.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2020,20.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2021,22.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2022,20.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Portugal,2023,20.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2015,44.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2016,46.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2017,42.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2018,38.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2019,36.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2020,35.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2021,34.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2022,34.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Romania,2023,32.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Serbia,2015,41.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Serbia,2016,30.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Serbia,2017,39.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Serbia,2018,33.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Serbia,2019,31.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Serbia,2020,29.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Serbia,2021,28.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Serbia,2022,28.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2015,18.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2016,17.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2017,17.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2018,17.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2019,18.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2020,17.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2021,17.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2022,18.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Sweden,2023,18.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2015,17.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2016,16.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2017,16.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2018,15.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2019,13.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2020,14.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2021,13.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2022,13.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovenia,2023,13.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2015,17.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2016,17.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2017,15.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2018,15.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2019,14.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2020,13.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2021,15.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2022,16.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Slovakia,2023,17.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2015,26.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2016,26.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2017,32.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2018,32.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2019,33.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2020,34.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2021,34.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2022,32.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,Türkiye,2023,30.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,United Kingdom,2015,23.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,United Kingdom,2016,21.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,United Kingdom,2017,21.8,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Total,United Kingdom,2018,22.8,,
