DATAFLOW,LAST UPDATE,freq,unit,age,sex,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG,CONF_STATUS
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Iceland,2016,11.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Iceland,2017,11.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Iceland,2018,10.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Iceland,2019,11.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Iceland,2020,10.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2015,27.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2016,26.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2017,25.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2018,24.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2019,23.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2020,23.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2021,24.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2022,22.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Italy,2023,21.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2015,28.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2016,27.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2017,27.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2018,25.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2019,22.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2020,22.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2021,20.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2022,21.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Lithuania,2023,22.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2015,17.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2016,17.9,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2017,17.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2018,18.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2019,18.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2020,19.1,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2021,20.5,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2022,17.7,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Luxembourg,2023,19.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2015,27.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2016,25.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2017,24.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2018,25.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2019,23.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2020,22.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2021,22.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2022,22.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2023,22.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Latvia,2024,22.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Montenegro,2015,42.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Montenegro,2016,42.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Montenegro,2017,42.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Montenegro,2018,40.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Montenegro,2019,35.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Montenegro,2020,37.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Montenegro,2021,38.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Montenegro,2022,33.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,North Macedonia,2015,40.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,North Macedonia,2016,39.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,North Macedonia,2017,36.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,North Macedonia,2018,34.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,North Macedonia,2019,33.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,North Macedonia,2020,32.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2015,21.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2016,19.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2017,18.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2018,17.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2019,19.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2020,18.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2021,18.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2022,18.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Malta,2023,18.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2015,16.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2016,15.6,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2017,16.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2018,16.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2019,16.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2020,15.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2021,16.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2022,15.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Netherlands,2023,15.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2015,13.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2016,12.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2017,14.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2018,15.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2019,15.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2020,15.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2021,15.4,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2022,14.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Norway,2023,15.1,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2015,22.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2016,20.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2017,18.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2018,17.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2019,17.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2020,16.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2021,16.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2022,15.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Poland,2023,15.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2015,25.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2016,23.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2017,22.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2018,20.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2019,20.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2020,18.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2021,21.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2022,19.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Portugal,2023,19.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2015,43.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2016,44.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2017,40.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2018,37.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2019,34.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2020,33.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2021,32.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2022,32.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Romania,2023,30.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Serbia,2015,41.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Serbia,2016,30.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Serbia,2017,38.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Serbia,2018,33.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Serbia,2019,30.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Serbia,2020,28.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Serbia,2021,27.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Serbia,2022,26.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2015,16.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2016,16.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2017,16.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2018,16.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2019,17.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2020,16.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2021,16.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2022,17.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Sweden,2023,17.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2015,16.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2016,15.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2017,15.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2018,14.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2019,12.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2020,13.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2021,12.5,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2022,12.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovenia,2023,13.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2015,17.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2016,17.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2017,15.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2018,15.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2019,14.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2020,13.4,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2021,15.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2022,16.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Slovakia,2023,18.0,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2015,24.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2016,24.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2017,30.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2018,30.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2019,31.3,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2020,32.1,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2021,31.9,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2022,30.7,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,Türkiye,2023,28.6,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,United Kingdom,2015,22.2,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,United Kingdom,2016,20.8,,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,United Kingdom,2017,20.8,b,
ESTAT:ILC_PEPS01N(1.0),28/02/25 23:00:00,Annual,Percentage,Total,Males,United Kingdom,2018,21.5,,
